nev_name,min_pollination_diff_1992_2020,max_pollination_diff_1992_2020,count_pollination_diff_1992_2020,nodata_count_pollination_diff_1992_2020,valid_count_pollination_diff_1992_2020,sum_pollination_diff_1992_2020,stdev_pollination_diff_1992_2020,p5_pollination_diff_1992_2020,p95_pollination_diff_1992_2020,min_sed_ret_ratio_diff_1992_2020,max_sed_ret_ratio_diff_1992_2020,count_sed_ret_ratio_diff_1992_2020,nodata_count_sed_ret_ratio_diff_1992_2020,valid_count_sed_ret_ratio_diff_1992_2020,sum_sed_ret_ratio_diff_1992_2020,stdev_sed_ret_ratio_diff_1992_2020,p5_sed_ret_ratio_diff_1992_2020,p95_sed_ret_ratio_diff_1992_2020,min_sed_export_diff_1992_2020,max_sed_export_diff_1992_2020,count_sed_export_diff_1992_2020,nodata_count_sed_export_diff_1992_2020,valid_count_sed_export_diff_1992_2020,sum_sed_export_diff_1992_2020,stdev_sed_export_diff_1992_2020,p5_sed_export_diff_1992_2020,p95_sed_export_diff_1992_2020,min_coastal_risk_esa_diff_1992_2020,max_coastal_risk_esa_diff_1992_2020,count_coastal_risk_esa_diff_1992_2020,nodata_count_coastal_risk_esa_diff_1992_2020,valid_count_coastal_risk_esa_diff_1992_2020,sum_coastal_risk_esa_diff_1992_2020,stdev_coastal_risk_esa_diff_1992_2020,p5_coastal_risk_esa_diff_1992_2020,p95_coastal_risk_esa_diff_1992_2020,min_usle_diff_1992_2020,max_usle_diff_1992_2020,count_usle_diff_1992_2020,nodata_count_usle_diff_1992_2020,valid_count_usle_diff_1992_2020,sum_usle_diff_1992_2020,stdev_usle_diff_1992_2020,p5_usle_diff_1992_2020,p95_usle_diff_1992_2020,min_n_ret_ratio_diff_1992_2020,max_n_ret_ratio_diff_1992_2020,count_n_ret_ratio_diff_1992_2020,nodata_count_n_ret_ratio_diff_1992_2020,valid_count_n_ret_ratio_diff_1992_2020,sum_n_ret_ratio_diff_1992_2020,stdev_n_ret_ratio_diff_1992_2020,p5_n_ret_ratio_diff_1992_2020,p95_n_ret_ratio_diff_1992_2020,min_n_retention_diff_1992_2020,max_n_retention_diff_1992_2020,count_n_retention_diff_1992_2020,nodata_count_n_retention_diff_1992_2020,valid_count_n_retention_diff_1992_2020,sum_n_retention_diff_1992_2020,stdev_n_retention_diff_1992_2020,p5_n_retention_diff_1992_2020,p95_n_retention_diff_1992_2020,min_nature_access_diff_1992_2020,max_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,nodata_count_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,sum_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020,min_n_export_diff_1992_2020,max_n_export_diff_1992_2020,count_n_export_diff_1992_2020,nodata_count_n_export_diff_1992_2020,valid_count_n_export_diff_1992_2020,sum_n_export_diff_1992_2020,stdev_n_export_diff_1992_2020,p5_n_export_diff_1992_2020,p95_n_export_diff_1992_2020
Malta,0.0,0.0,4572,415,4157,0.0,0.0,0.0,0.0,nan,nan,4563,0,4563,nan,nan,nan,nan,,,4563,4563,0,0.0,,,,,,4570,4570,0,0.0,,,,-5896.9937,1655.5842,4563,1381,3182,-174764.69,285.8044147782134,-302.9907501220703,0.0,nan,nan,4560,0,4560,nan,nan,nan,nan,,,4560,4560,0,0.0,,,,0.0,0.0,30,7,23,0.0,0.0,0.0,0.0,,,4560,4560,0,0.0,,,
Marshall Islands,,,4809,4809,0,0.0,,,,nan,nan,4819,0,4819,nan,nan,nan,nan,,,4819,4819,0,0.0,,,,-2.861023e-06,9.536743e-07,4816,4790,26,-1.1444092e-05,1.1447383098842352e-06,-2.2649765014648438e-06,9.5367431640625e-07,0.0,0.0,4819,4817,2,0.0,0.0,0.0,0.0,nan,nan,4813,0,4813,nan,nan,nan,nan,,,4813,4813,0,0.0,,,,0.0,0.0,92,88,4,0.0,0.0,0.0,0.0,,,4813,4813,0,0.0,,,
Mauritania,-1.1451707,1.1452354,11687487,6714,11680773,-88.46816,0.0019122783567205042,0.0,0.0,nan,nan,11687395,0,11687395,nan,nan,nan,nan,-8953.863,2292.7202,11687395,9703404,1983991,-142108.53,23.148839010573518,-0.7511422038078308,1.3996073007583618,,,11684672,11684672,0,0.0,,,,-38751.633,22649.625,11687395,9681648,2005747,754681.4,146.54005367054154,-6.41836085319519,13.883931827545164,nan,nan,11687524,0,11687524,nan,nan,nan,nan,-167.92657,164.26712,11687528,840889,10846639,2.9521188e+06,7.436792455188673,0.0,0.00025177001953125,-68739.125,1.1158156e+06,83726,7050,76676,1.0081229e+06,4072.7094286008582,0.0,0.0,-60.486538,57.66507,11687528,840889,10846639,709834.56,2.0994954779283,-7.05718994140625e-05,0.0
Mauritius,,,23760,23760,0,0.0,,,,nan,nan,23760,0,23760,nan,nan,nan,nan,,,23760,23760,0,0.0,,,,-1.7835081,1.292723,23747,23533,214,-29.34689,0.5013606041381236,-1.3091989755630493,0.23715460300445557,,,23760,23760,0,0.0,,,,nan,nan,23759,0,23759,nan,nan,nan,nan,,,23757,23757,0,0.0,,,,-1.3281834e+06,0.0,157,6,151,-9.848863e+06,261347.60174868468,-689607.40625,0.0,,,23757,23757,0,0.0,,,
Mexico,-266.4945,269.61575,22602647,84052,22518595,995053.2,2.2808987235340425,0.0,0.0,nan,nan,22602452,0,22602452,nan,nan,nan,nan,-74680.89,56890.684,22602452,1187176,21415276,1.4025967e+07,167.69740225752102,-0.7256317138671875,2.322251796722412,-4.0474806,4.8118086,22602886,22589870,13016,3350.1726,0.6278836725406347,-0.2956289052963257,1.5609619617462158,-240740.05,522555.2,22602452,592494,22009958,-1.1997411e+07,1306.7836718692815,0.0,0.0,nan,nan,22602468,0,22602468,nan,nan,nan,nan,-2361.2695,2849.5972,22602470,1703585,20898885,7.362331e+07,75.33195705894298,-1.7570129394531229,0.7178558349609432,-2.3377238e+07,2.3563516e+07,489446,5354,484092,-6.7283354e+09,428029.40541799227,0.0,0.0,-929.53046,1020.51337,22602470,1703585,20898885,3.1247214e+07,20.161515906103382,-0.009710311889648438,1.673206090927125
Moldova,-11.231274,19.758032,521669,0,521669,16583.297,0.4873061590219996,0.0,0.0,nan,nan,521716,0,521716,nan,nan,nan,nan,-1736.5598,268.04733,521716,1075,520641,-884217.44,12.516863785765226,-5.5982513427734375,0.0,,,521625,521625,0,0.0,,,,-5581.1553,2089.5247,521716,1051,520665,-4.0753662e+06,67.57253220958603,0.0,0.0,nan,nan,521719,0,521719,nan,nan,nan,nan,-113.648895,129.768,521719,25617,496102,-291823.6,3.9435007283740964,-3.41669120788574,0.0,-781815.9,569840.8,4931,0,4931,2.6576855e+06,19223.61732820265,0.0,0.0,-65.43186,56.38919,521719,25617,496102,-57633.754,1.7490255774521828,-0.8169984817504883,0.022371101379394354
Monaco,0.0,0.0,42,28,14,0.0,0.0,0.0,0.0,nan,nan,39,0,39,nan,nan,nan,nan,,,39,39,0,0.0,,,,,,41,41,0,0.0,,,,,,39,39,0,0.0,,,,nan,nan,39,0,39,nan,nan,nan,nan,,,39,39,0,0.0,,,,,,4,4,0,0.0,,,,,,39,39,0,0.0,,,
Mongolia,-0.081635796,0.06534324,23953508,0,23953508,-13.276229,0.00014982358031299193,0.0,0.0,nan,nan,23953538,0,23953538,nan,nan,nan,nan,-18388.496,10012.527,23953538,5993342,17960196,-6.348264e+07,75.57014570424963,-5.118439197540283,0.4895583391189575,,,23944988,23944988,0,0.0,,,,-54970.918,43225.59,23953538,5942823,18010715,-2.5229248e+08,329.566645299757,0.0,0.0,nan,nan,23953637,0,23953637,nan,nan,nan,nan,-595.0395,649.4982,23953635,1624952,22328683,1.4943101e+07,5.659076060741226,-0.003643035888671875,1.562936592102048,-8587.851,23934.342,17380,0,17380,23342.773,195.4405660873138,0.0,0.0,-176.88794,264.46878,23953635,1624952,22328683,3.625509e+06,1.974432973186715,-0.3686271667480465,0.4598820209503174
Montenegro,-6.541066,6.539927,190701,625,190076,21886.39,1.1845450421189165,0.0,0.13559013605117798,nan,nan,190694,0,190694,nan,nan,nan,nan,-51457.703,38556.38,190694,26294,164400,-1.1167954e+06,649.0082189220777,-47.432039260864244,30.934802246093724,-4.3263335,3.4830763,190688,190116,572,-12.978622,0.9672499221703135,-1.148045301437378,0.7405991613864759,-229523.89,233509.52,190694,6183,184511,-7.646587e+06,4324.888541737077,-158.5302734375,117.17281341552734,nan,nan,190715,0,190715,nan,nan,nan,nan,-594.25214,561.7182,190715,38996,151719,306114.2,67.38905141867546,-3.509265899658203,6.852822494506836,-179161.52,237067.34,1766,11,1755,9.055692e+06,31653.17675441556,0.0,38.6640533447261,-356.3689,374.28394,190715,38996,151719,54961.06,15.57459246401397,-0.9573249340057371,2.9883368015289307
Montserrat,0.0,0.0,1177,125,1052,0.0,0.0,0.0,0.0,nan,nan,1178,0,1178,nan,nan,nan,nan,,,1178,1178,0,0.0,,,,0.00020750612,0.002180338,1178,1139,39,0.08305695,0.00031181539705124286,0.0021802186965942383,0.002180337905883789,-3630.459,17587.344,1178,364,814,35684.492,772.9881515007028,0.0,0.0,nan,nan,1176,0,1176,nan,nan,nan,nan,,,1176,1176,0,0.0,,,,,,9,9,0,0.0,,,,,,1176,1176,0,0.0,,,
Morocco,-20.725193,20.721592,5129963,14796,5115167,252622.98,1.2076539521454979,0.0,0.0,nan,nan,5130148,0,5130148,nan,nan,nan,nan,-19520.166,16578.176,5130148,1594232,3535916,194425.23,167.3443543861358,-12.774471521377563,5.041730880737305,-1.9094571,3.8786592,5128851,5128511,340,91.77365,0.7083606355979074,-0.031665434688329705,2.11649250984192,-102203.555,68391.85,5130148,1524420,3605728,-3.902601e+06,675.5416930662104,-4.550739049911497,0.0,nan,nan,5130170,0,5130170,nan,nan,nan,nan,-2003.5359,2137.588,5130171,445322,4684849,1.5143793e+07,34.57251472361336,-0.030543559789657553,2.660913085937409,-5.892731e+06,4.939327e+06,104773,1080,103693,-3.2289037e+08,101361.35638400029,0.0,0.0,-1115.9937,1184.9847,5130171,445322,4684849,7.398326e+06,14.259476194475013,-0.001145191490650177,7.74458389282216
Moroco,0.0,0.0,3091927,669,3091258,0.0,0.0,0.0,0.0,nan,nan,3092070,0,3092070,nan,nan,nan,nan,-35.103558,272.98453,3092070,3077306,14764,342.1007,2.377293401520928,0.0,0.0,,,3092132,3092132,0,0.0,,,,-135.97464,5262.3105,3092070,3076459,15611,17606.193,53.82009231336054,0.0,0.0,nan,nan,3092095,0,3092095,nan,nan,nan,nan,-25.394888,39.91319,3092093,165677,2926416,3027.2202,0.17479443360523236,0.0,0.0,0.0,0.0,41021,200,40821,0.0,0.0,0.0,0.0,-9.844582,26.913626,3092093,165677,2926416,1968.769,0.10451850929692506,0.0,0.0
Mozambique,-1.3827316,2.4129574,8708056,21887,8686169,-266.6182,0.013465824668940998,0.0,0.0,nan,nan,8708257,0,8708257,nan,nan,nan,nan,-64840.42,169515.39,8708257,327078,8381179,3.7400684e+07,219.18706678721716,-0.15631880760192868,3.326024246215802,-2.4473057,2.8720925,8708087,8704776,3311,-26.055676,0.4737175498167906,-0.6125782132148743,0.86493319272995,-473741.7,727633.06,8708257,176648,8531609,1.9534698e+08,1339.3810605277035,0.0,3.5788819313049314,nan,nan,8708289,0,8708289,nan,nan,nan,nan,-357.52872,379.3351,8708322,588000,8120322,3.7138075e+06,8.147758107179023,-3.244674491882324,3.6831848144531136,-3.1656538e+06,3.133611e+06,199144,1581,197563,-4.649913e+08,75966.07834330169,0.0,0.0,-207.93468,215.42155,8708322,588000,8120322,3.9579302e+06,3.0134903234294454,-0.15164791345596257,3.9712248802185
Myanmar,-3.3610206,9.47402,7576686,31575,7545111,-469.0746,0.08577302760547077,-0.0009794668294489384,0.0,nan,nan,7576665,0,7576665,nan,nan,nan,nan,-86427.24,79046.59,7576665,470085,7106580,-4.05665e+07,337.5054589376387,-34.53759632110596,9.371454811096164,-4.9840784,4.385632,7576659,7572157,4502,-568.929,0.5493342207734929,-0.5217481851577759,0.1341569423675537,-391162.34,344224.44,7576665,146991,7429674,-4.8122067e+08,2065.5649347998346,-166.15585327148438,0.0,nan,nan,7576719,0,7576719,nan,nan,nan,nan,-1533.7417,1510.6008,7576719,755021,6821698,4.635078e+06,28.395341044965036,-7.112616539001461,2.795258903503399,-713407.3,914575.7,82308,1386,80922,-1.1553783e+07,13695.743153867286,0.0,0.0,-811.84894,781.3458,7576719,755021,6821698,2.8614212e+06,9.694794642159112,-1.1737114667892454,1.5126823186874216
NOR,,,1386,1386,0,0.0,,,,nan,nan,1388,0,1388,nan,nan,nan,nan,,,1388,1388,0,0.0,,,,,,1387,1387,0,0.0,,,,,,1388,1388,0,0.0,,,,nan,nan,1388,0,1388,nan,nan,nan,nan,,,1388,1388,0,0.0,,,,0.0,0.0,4,2,2,0.0,0.0,0.0,0.0,,,1388,1388,0,0.0,,,
Namibia,-0.02373561,0.05530202,9369782,7896,9361886,-1.4916601,4.164153262325855e-05,0.0,0.0,nan,nan,9369571,0,9369571,nan,nan,nan,nan,-61706.965,52166.047,9369571,1354856,8014715,-2.3960774e+07,124.2034679035217,-2.0963465213775634,0.013970820978283827,,,9369248,9369248,0,0.0,,,,-203090.6,166219.19,9369571,1341500,8028071,-1.1318482e+08,433.76940395831116,0.0,0.0,nan,nan,9369585,0,9369585,nan,nan,nan,nan,-246.95667,342.88412,9369601,523469,8846132,5.1577145e+06,5.88842356778648,0.0,3.115729904174799,-466964.3,83376.88,244859,716,244143,-1.5010323e+07,4901.408316016885,0.0,0.0,-98.37013,112.61573,9369601,523469,8846132,541972.06,1.9965717934921288,-0.21363579034805297,0.0123223456554103
Nauru,,,319,319,0,0.0,,,,nan,nan,319,0,319,nan,nan,nan,nan,,,319,319,0,0.0,,,,,,319,319,0,0.0,,,,0.0,0.0,319,200,119,0.0,0.0,0.0,0.0,nan,nan,319,0,319,nan,nan,nan,nan,,,319,319,0,0.0,,,,0.0,0.0,3,2,1,0.0,0.0,0.0,0.0,,,319,319,0,0.0,,,
Nepal,-3.2065015,13.384596,1760055,0,1760055,-620.69855,0.14506999068398507,0.0,0.0,nan,nan,1760034,0,1760034,nan,nan,nan,nan,-95473.19,144528.03,1760034,68118,1691916,6.526856e+07,1204.2451525542574,-14.467697143554688,67.2078857421875,,,1760030,1760030,0,0.0,,,,-511815.28,774427.44,1760034,68118,1691916,1.456607e+08,6703.942953513003,0.0,0.0,nan,nan,1760026,0,1760026,nan,nan,nan,nan,-1105.4148,1109.5748,1760024,78019,1682005,1.5867468e+06,24.714500100786196,-0.647308349609375,0.0,-3.508225e+06,3.4302355e+06,20143,0,20143,-2.9425738e+08,223443.34731897176,0.0,0.0,-401.63876,587.4175,1760024,78019,1682005,1.3550671e+06,7.986330437100123,0.0,1.1481437683105469
Netherlands,-116.322395,153.81773,646798,47011,599787,624789.06,8.732175735928703,-1.32072639465332,8.181620597839293,nan,nan,646830,0,646830,nan,nan,nan,nan,-127.17057,10.154085,646830,137089,509741,-8402.051,0.3930328587772815,-0.06459365040063858,0.0024800216779112816,-2.2231393,4.422581,646853,644060,2793,-42.96215,0.6200140979041316,-0.8152971267700195,0.6514512062072758,-670.24133,113.134834,646830,64540,582290,-112969.99,2.382384608828574,-1.2536237239837646,0.0,nan,nan,646840,0,646840,nan,nan,nan,nan,-1064.0763,1061.0793,646840,158597,488243,-1.4989482e+07,174.41118728524,-34.27410888671875,2.2958984375,-9.189221e+06,8.174322e+06,7502,340,7162,-1.0743266e+07,936341.1321975891,0.0,0.0,-573.7733,548.39154,646840,158597,488243,-2.0024082e+06,33.10532570545904,-22.39579772949216,3.4361235618591266
New Caledonia,0.0,0.0,219425,9454,209971,0.0,0.0,0.0,0.0,nan,nan,219433,0,219433,nan,nan,nan,nan,-48421.36,29848.03,219433,72848,146585,421233.25,786.9008415177382,-110.52044982910148,111.73347167968748,-3.5004342,2.9085653,219425,217555,1870,177.59776,0.67115651864676,-1.0420775413513184,1.338423490524292,-342194.84,396689.9,219433,26563,192870,-1.6639509e+07,7536.624726891357,-5.26498584747301,274.5031967163076,nan,nan,219436,0,219436,nan,nan,nan,nan,-51.489746,69.859245,219436,98621,120815,19822.945,2.359995181955748,0.0,1.9073486328125e-05,-155595.08,152879.06,4363,297,4066,-1.7345704e+06,9114.67850079066,0.0,0.0,-12.700498,22.968208,219436,98621,120815,3027.1997,0.6808383050187075,0.0,1.1682510375976562e-05
New Zealand,-113.86445,113.86445,3878492,127321,3751171,106620.38,1.6095167900133796,0.0,0.0,nan,nan,3878377,0,3878377,nan,nan,nan,nan,-89598.53,45761.258,3878377,1115955,2762422,-8.607351e+06,335.6347918913779,-1.749545693397522,3.587474060058584,-5.1366262,4.1318607,3878437,3871986,6451,-1219.2618,0.9254706243600035,-1.8951002359390259,0.9667785167694092,-506728.72,425074.7,3878377,780878,3097499,-8.889354e+07,2068.9675356275743,0.0,0.0,nan,nan,3878381,0,3878381,nan,nan,nan,nan,-3225.0906,2634.025,3878394,728059,3150335,-5.544243e+06,51.52662394453076,-0.831633567810058,0.9345779418945312,-1.6151761e+06,1.6011614e+06,66060,3338,62722,-1.0058531e+07,38674.38889622679,0.0,0.0,-1349.283,970.15356,3878394,728059,3150335,-500700.44,11.823291395029914,-0.1015304327011108,1.207040154933925
Nicaragua,-15.917325,28.852182,1390528,6676,1383852,-1589.9524,0.2118050113125508,-0.009386092191562057,0.0,nan,nan,1390507,0,1390507,nan,nan,nan,nan,-9199.77,18248.383,1390507,158505,1232002,3.813262e+06,122.03371575607567,-0.6761712431907653,8.757702636718747,-2.238817,3.680726,1390573,1389192,1381,-2.8819122,0.44231089233485793,-0.5991420745849609,0.23627996444702148,-116435.56,135877.8,1390507,112877,1277630,2.902746e+07,1249.04723383687,0.0,110.16323585510261,nan,nan,1390474,0,1390474,nan,nan,nan,nan,-1774.5374,1008.2648,1390476,117580,1272896,13381.666,22.97468264952256,-0.0001068115234375,8.623344421386719,-2.0474274e+06,2.0618285e+06,32689,445,32244,8.778259e+07,79749.86191316746,-22.257513904571525,0.0,-465.57233,360.87964,1390476,117580,1272896,85438.625,3.22659806317885,-0.00901031494140625,0.8835864067077637
Niger,-6.4195337,6.376764,13060661,0,13060661,974.14124,0.017311101088357175,0.0,0.0,nan,nan,13060644,0,13060644,nan,nan,nan,nan,-8533.292,33977.695,13060644,8769949,4290695,9.806915e+06,82.59792806018598,-1.5106499671936031,1.0948415994644043,,,13060140,13060140,0,0.0,,,,-27407.61,69276.0,13060644,8768215,4292429,4.1040764e+07,300.7968044569418,-10.441948890686033,6.657637691497783,nan,nan,13060854,0,13060854,nan,nan,nan,nan,-301.63654,133.94415,13060868,736758,12324110,3.947933e+06,5.896406195081123,0.0,0.11560535430908203,-1.419311e+06,1.398588e+06,112440,0,112440,-5.090548e+07,19971.517072108192,0.0,17.457050800323444,-56.685448,57.384327,13060868,736758,12324110,1.1731911e+06,1.7143901959139838,-0.0016738662263378495,0.0016922950744628906
Nigeria,-10.626554,11.503413,9714107,11140,9702967,766626.5,0.7730783676528421,-0.06889802441000936,0.4391155958175652,nan,nan,9714136,0,9714136,nan,nan,nan,nan,-47202.805,62659.66,9714136,195192,9518944,1.3988494e+07,97.51417916917043,-4.33871819972992,14.061610794067334,-3.103778,2.9424627,9714022,9712939,1083,150.5165,0.6264159102155036,-0.2935816586017609,1.622408509254455,-445456.4,459788.75,9714136,61990,9652146,6.273669e+07,704.8629628230747,0.0,51.99083614349365,nan,nan,9714157,0,9714157,nan,nan,nan,nan,-278.60684,270.03036,9714160,532096,9182064,1.6313656e+07,11.764781136672763,-4.642696380615234,17.262738800048822,-2.0185162e+07,2.0132924e+07,86736,1833,84903,-7.431349e+08,453282.4351715286,-1253.1776977539057,0.0,-100.67877,142.76004,9714160,532096,9182064,1.1012339e+06,5.3142816578079,-7.125830841064453,7.452199506759635
Niue,,,3096,3096,0,0.0,,,,nan,nan,3099,0,3099,nan,nan,nan,nan,,,3099,3099,0,0.0,,,,,,3096,3096,0,0.0,,,,,,3099,3099,0,0.0,,,,nan,nan,3099,0,3099,nan,nan,nan,nan,,,3099,3099,0,0.0,,,,0.0,0.0,24,5,19,0.0,0.0,0.0,0.0,,,3099,3099,0,0.0,,,
Norfolk Island,0.0,0.0,573,217,356,0.0,0.0,0.0,0.0,nan,nan,567,0,567,nan,nan,nan,nan,,,567,567,0,0.0,,,,,,573,573,0,0.0,,,,,,567,567,0,0.0,,,,nan,nan,567,0,567,nan,nan,nan,nan,,,567,567,0,0.0,,,,,,1,1,0,0.0,,,,,,567,567,0,0.0,,,
North Korea,-47.67638,34.89997,1687843,12970,1674873,85416.05,0.9914273412091205,-0.3150977969169616,0.984776723384857,nan,nan,1687870,0,1687870,nan,nan,nan,nan,-58383.72,59123.312,1687870,140948,1546922,8.9788936e+07,516.2419076166483,-0.2731785774230956,203.40047912597652,-3.3514142,2.245006,1687791,1686515,1276,-282.14914,0.5475243459091853,-1.3670985698699951,0.126427561044693,-170028.34,149040.16,1687870,38612,1649258,2.8726198e+08,2057.7254466561517,0.0,0.0,nan,nan,1687895,0,1687895,nan,nan,nan,nan,-1289.6603,1260.5371,1687895,200012,1487883,1.0022061e+07,82.37899510204568,-27.34019470214843,0.596779060363736,-1.64261e+07,4.3396545e+06,18008,331,17677,-1.0914534e+08,223637.9866930272,0.0,0.0,-689.9864,725.00183,1687895,200012,1487883,1.1559628e+07,36.473353130659596,0.0,67.51351165771482
Northern Mariana Islands,,,7496,7496,0,0.0,,,,nan,nan,7481,0,7481,nan,nan,nan,nan,,,7481,7481,0,0.0,,,,-1.1920929e-07,2.3841858e-07,7493,7468,25,2.5629997e-06,1.0863099813360708e-07,-5.960464477539063e-08,2.384185791015625e-07,0.0,0.0,7481,4440,3041,0.0,0.0,0.0,0.0,nan,nan,7483,0,7483,nan,nan,nan,nan,,,7483,7483,0,0.0,,,,0.0,0.0,62,23,39,0.0,0.0,0.0,0.0,,,7483,7483,0,0.0,,,
Norway,-21.48132,21.468353,11529779,418652,11111127,29897.81,0.3726252193583287,0.0,0.0,nan,nan,1167727,0,1167727,nan,nan,nan,nan,,,1167727,1167727,0,0.0,,,,-7.4845405,5.554007,11529837,11351294,178543,27289.086,0.6906511261089638,-0.5888199806213379,1.2725627660751315,,,1167727,1167727,0,0.0,,,,nan,nan,1167718,0,1167718,nan,nan,nan,nan,,,1167720,1167720,0,0.0,,,,-1.4415538e+06,1.3020121e+06,97214,4034,93180,-2.553755e+08,50715.96909660749,0.0,0.0,,,1167720,1167720,0,0.0,,,
Oman,-6.6435404,12.856895,3486320,14421,3471899,620.3617,0.021553345319155873,0.0,0.0,nan,nan,3486312,0,3486312,nan,nan,nan,nan,-19661.34,44677.32,3486312,3160192,326120,3.4669022e+06,334.18725401341453,-5.404310369491577,2.1056234359741177,-0.10192013,1.8891429,3486266,3486146,120,52.610516,0.5185429904415885,-0.10191988945007324,1.3961782455444336,-49650.73,97995.69,3486312,3130752,355560,1.0784038e+07,973.0639855394955,0.0,0.0,nan,nan,3486294,0,3486294,nan,nan,nan,nan,-269.48245,1161.3518,3486293,294336,3191957,-67370.03,4.550735923489978,0.0,0.0,-1.3632254e+06,55960.86,70819,2042,68777,-9.12105e+06,9998.997337771258,0.0,0.0,-95.202545,157.51611,3486293,294336,3191957,52470.06,1.637057823102998,0.0,0.0
Pakistan,-6.7286325,6.945786,10621863,11933,10609930,44957.344,0.20077091436549988,0.0,0.0,nan,nan,10621823,0,10621823,nan,nan,nan,nan,-107848.805,75172.164,10621823,3638673,6983150,-1.4888094e+08,338.90173302630933,-34.49365234375,0.2637939453125,-1.0518231,0.29735798,10622013,10621903,110,-4.9038796,0.18233329015799837,-0.3478882312774658,0.14867899119853972,-321011.28,268491.88,10621823,3599158,7022665,-6.485597e+08,1510.1262192354618,-54.34600296020507,0.0,nan,nan,10621762,0,10621762,nan,nan,nan,nan,-3305.8564,2920.3755,10621759,1517298,9104461,8.0664125e+06,61.35129521225686,-0.004562839865684509,18.993404388427734,-2.6942086e+07,2.6905638e+07,72198,996,71202,-2.1564861e+09,856879.8833732179,0.0,0.0,-1994.7418,969.51385,10621759,1517298,9104461,4.9702655e+06,17.671696388708554,-0.002223968505859375,5.422364234924316
Palau,0.0,0.0,6746,6727,19,0.0,0.0,0.0,0.0,nan,nan,6751,0,6751,nan,nan,nan,nan,,,6751,6751,0,0.0,,,,-1.9332224,0.0059728622,6746,6373,373,-11.201318,0.15619881397401353,-0.06413304805755615,0.002986431121826172,-225.78006,9024.499,6751,3796,2955,514568.8,539.9860388484233,0.0,1206.3557617187498,nan,nan,6751,0,6751,nan,nan,nan,nan,,,6751,6751,0,0.0,,,,-1505.2576,0.0,128,40,88,-2649.5093,179.54632302310307,-7.927831530570984,0.0,,,6751,6751,0,0.0,,,
Panama,-8.692893,8.691979,811477,13856,797621,4651.4385,0.17882471925935278,0.0,2.9802322387695312e-08,nan,nan,811458,0,811458,nan,nan,nan,nan,-55723.406,54927.31,811458,141554,669904,-4.9688665e+06,449.2368791061037,-4.663496875762939,4.160437107086178,-4.9106593,4.744944,811412,807223,4189,81.715225,0.7861661925829048,-0.6778621673583984,0.7200707912445068,-219774.42,468197.28,811458,40674,770784,-9.511155e+07,3885.0414590752616,0.0,0.0,nan,nan,811450,0,811450,nan,nan,nan,nan,-969.08923,1086.2714,811449,155008,656441,-1.6669579e+06,66.37246136820967,-6.103515625e-05,3.0517578125e-05,-1.9507806e+06,1.9512336e+06,18852,661,18191,2.2025582e+07,79742.24264564803,0.0,0.0,-541.1583,557.06805,811449,155008,656441,-57934.816,9.144287519866934,0.0,0.011828422546386719
Papua New Guinea,-2.9675717,2.7942114,4982901,78293,4904608,17052.805,0.13335417783843856,0.0,0.0,nan,nan,4982993,0,4982993,nan,nan,nan,nan,-201137.48,507595.6,4982993,685298,4297695,2.7056502e+08,1733.707659123028,-0.41630783081054684,5.1073170185088905,-3.737402,4.7983313,4982929,4967954,14975,411.26025,0.6235213327145172,-0.2907085418701172,0.8240223050117471,-531496.8,1.3231525e+06,4982993,218505,4764488,6.363697e+08,7361.6825054464025,0.0,0.0,nan,nan,4982998,0,4982998,nan,nan,nan,nan,-615.6876,680.32605,4982991,926769,4056222,805811.56,7.852182773452514,0.0,0.0,-325822.1,312031.56,114276,3477,110799,-9.788655e+06,3123.3543223055385,0.0,0.0,-145.708,139.98723,4982991,926769,4056222,648566.4,1.7368112734572145,0.0,0.2712899923324581
Paraguay,-80.187355,80.2333,4568815,0,4568815,-172583.44,0.9829458019686464,0.0,0.0,nan,nan,4568815,0,4568815,nan,nan,nan,nan,-2428.3672,6782.482,4568815,20906,4547909,3.6202862e+06,14.852474562525977,-0.06739311218261718,1.879403805732711,,,4568848,4568848,0,0.0,,,,-33399.625,22547.46,4568815,20906,4547909,5.3933316e+07,214.34414478949182,0.0,23.850055694580078,nan,nan,4568809,0,4568809,nan,nan,nan,nan,-523.37134,463.97784,4568827,343234,4225593,1.5208231e+07,22.692920498469718,-2.057992553710937,10.075042724609375,-2.9342618e+06,2.942587e+06,43183,0,43183,-1.742871e+08,99637.74714947882,0.0,0.0,-142.99579,100.86207,4568827,343234,4225593,2.824261e+06,3.4904587608155233,-0.11241989135742186,4.203411674499509
